contrast,database,pathway,label,NES,pval,padj,size,dedup_kept,leadingEdge
PC2,KEGG,KEGG_MELANOGENESIS,Melanogenesis,0.985,0.427,0.896,16,TRUE,Raf1;Fzd2;Prkca;Gnai3;Gnao1;Ctnnb1;Gnas
PC2,KEGG,KEGG_MISMATCH_REPAIR,Mismatch Repair,-1.051,0.398,0.896,12,FALSE,Rfc2;Rfc3;Lig1;Msh2;Pold1
PC2,KEGG,KEGG_MTOR_SIGNALING_PATHWAY,mTOR Signaling,-0.845,0.678,0.954,11,FALSE,Tsc1;Akt1;Mapk1
PC2,KEGG,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,Natural Killer Cell Mediated Cytotoxicity,0.963,0.498,0.896,19,TRUE,Raf1;Araf;Prkca;Sos1;Grb2;Plcg1
PC2,KEGG,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,Neurotrophin Signaling,1.426,0.0569,0.896,38,FALSE,Ywhaq;Ywhaz;Raf1;Irak4;Rps6ka3;Mapkapk2;Csk;Nfkb1;Psen1;Sos1;Grb2;Plcg1
PC2,KEGG,KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,Nod Like Receptor Signaling,-1.093,0.333,0.896,14,FALSE,Hsp90aa1;Xiap;Hsp90b1;Mapk1
PC2,KEGG,KEGG_NOTCH_SIGNALING_PATHWAY,Notch Signaling,0.943,0.526,0.896,12,FALSE,Hdac2;Hdac1;Psen1;Notch2
PC2,KEGG,KEGG_NUCLEOTIDE_EXCISION_REPAIR,Nucleotide Excision Repair,-1.14,0.293,0.896,17,FALSE,Rfc2;Rfc3;Lig1;Rad23a;Rad23b;Pold1
PC2,KEGG,KEGG_OOCYTE_MEIOSIS,Oocyte Meiosis,1.063,0.362,0.896,23,TRUE,Ywhaq;Ywhaz;Rps6ka3;Cul1
PC2,KEGG,KEGG_OXIDATIVE_PHOSPHORYLATION,OXPHOS,0.817,0.807,0.984,69,FALSE,Cyc1;Ndufa3;Atp5f1e;Atp6v0a1;Sdhb;Ndufa5;Cox7b;Uqcrfs1;Cox7c;Atp6v0c;Atp6v0d1;Uqcrc1
PC2,KEGG,KEGG_P53_SIGNALING_PATHWAY,p53 Signaling,-1.005,0.44,0.896,23,TRUE,Ccne1;Pten;Cd82;Cdkn1a;Casp3;Ccnd2;Bax;Bid;Apaf1
PC2,KEGG,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Pentose Phosphate Pathway,-0.765,0.78,0.973,14,TRUE,Prps2;Pfkl;Pgm1;Pgm2
PC2,KEGG,KEGG_PEROXISOME,Peroxisome,-0.791,0.823,0.991,32,FALSE,Prdx5;Pex5;Paox;Crat;Cat;Acsl4;Idh2;Acox1;Mlycd;Acot8;Sod1;Acaa1a;Pex13;Hmgcl
PC2,KEGG,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,Porphyrin & Chlorophyll Metabolism,-0.757,0.788,0.973,14,TRUE,Ppox;Hccs;Cpox;Gusb;Blvra;Fech;Alad;Cox15;Cp;Hmbs;Hmox1;Blvrb;Hmox2;Urod
PC2,KEGG,KEGG_PPAR_SIGNALING_PATHWAY,Ppar Signaling,0.641,0.936,0.996,19,TRUE,Me1;Acadl;Sorbs1;Acsl3;Lpl;Cpt1a;Scp2;Acsl1;Fabp5;Slc27a1;Acsl5;Fads2
PC2,KEGG,KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,Progesterone Mediated Oocyte Maturation,0.834,0.7,0.954,16,TRUE,Raf1;Rps6ka3;Araf;Gnai3;Akt2
PC2,KEGG,KEGG_PROPANOATE_METABOLISM,Propanoate Metabolism,-1.249,0.178,0.896,20,FALSE,Acat1;Suclg1;Hibch;Mcee;Ldha;Aldh3a2;Acat2;Suclg2;Mlycd;Aldh6a1;Aldh7a1
PC2,KEGG,KEGG_PROTEASOME,Proteasome,-0.585,0.967,0.996,22,FALSE,Psmd7;Psma1;Psmd8;Psmd14;Psma4;Psmd3;Psmd13;Psma7;Psmb2
PC2,KEGG,KEGG_PROTEIN_EXPORT,Protein Export,-1.025,0.444,0.896,11,TRUE,Srprb;Hspa5;Srp14;Srpra;Spcs3
PC2,KEGG,KEGG_PURINE_METABOLISM,Purine Metabolism,1.064,0.363,0.896,38,TRUE,Gmpr2;Nme1;Pola2;Prim2;Rrm1;Papss2;Enpp1;Polr2k
PC2,KEGG,KEGG_PYRIMIDINE_METABOLISM,Pyrimidine Metabolism,0.825,0.734,0.954,29,FALSE,Nme1;Pola2;Prim2;Rrm1;Polr2k;Ctps1
PC2,KEGG,KEGG_PYRUVATE_METABOLISM,Pyruvate Metabolism,-1.09,0.337,0.896,21,FALSE,Dlat;Acat1;Dld;Mdh1;Mdh2;Me2;Ldha;Aldh3a2;Acat2
PC2,KEGG,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,Reg. Actin Cytoskel.,-1.021,0.404,0.896,57,FALSE,Pak1;Cdc42;Wasf2;Rock1;Arhgef6;Actn4;Ezr;Mapk1;Itga7;Itga3;Arhgef12;Itgav;Pxn;Pak4;Pikfyve;Arpc3;Itga4
PC2,KEGG,KEGG_RIBOSOME,Ribosome,0.936,0.525,0.896,14,FALSE,Rps12;Rpl18;Rpl14
PC2,KEGG,KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,Rig I Like Receptor Signaling,-0.532,0.978,0.996,14,FALSE,Tbk1;Pin1;Tkfc
PC2,KEGG,KEGG_RNA_DEGRADATION,RNA Degradation,-0.568,0.969,0.996,22,TRUE,Edc4;Exosc8;Dcp1a;Pnpt1;Cnot4;Eno1
PC2,KEGG,KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,Snare Interactions In Vesicular Transport,-1.704,0.0132,0.439,16,TRUE,Ykt6;Snap23;Bet1;Stx12;Vamp8;Sec22b;Stx5
PC2,KEGG,KEGG_SPLICEOSOME,Spliceosome,1.726,0.00337,0.22,39,FALSE,Snrpa;Snrpd1;Srsf1;Eif4a3;Hnrnpa3;Snrpd2;Hnrnpa1;Alyref;Dhx15;Snrpb2;Srsf3;Lsm2;Srsf6;Lsm7;Sf3b3;Tra2b;Hnrnpu
PC2,KEGG,KEGG_STARCH_AND_SUCROSE_METABOLISM,Starch & Sucrose Metabolism,0.82,0.723,0.954,16,TRUE,Pygm;Gys1;Enpp1;Ugp2
PC2,KEGG,KEGG_TGF_BETA_SIGNALING_PATHWAY,TGF Beta Signaling,0.67,0.91,0.996,18,TRUE,Sp1;Cul1
PC2,KEGG,KEGG_TIGHT_JUNCTION,Tight Junction,-1.142,0.228,0.896,44,TRUE,Pten;Cdc42;Akt1;Actn4;Exoc4;Myh3;Csnk2a2;Jam3;Myh4;Pals1;Tjp1
PC2,KEGG,KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,Toll Like Receptor Signaling,0.716,0.86,0.996,18,TRUE,Irak4;Nfkb1;Casp8;Map2k3;Akt2
PC2,KEGG,KEGG_TRYPTOPHAN_METABOLISM,Tryptophan Metabolism,-0.778,0.755,0.957,14,FALSE,Acat1;Cat;Wars1;Aldh3a2;Acat2;Hadh;Aldh7a1
PC2,KEGG,KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,T Cell Receptor Signaling,-1.04,0.376,0.896,30,FALSE,Nck2;Pak1;Cdc42;Akt1;Jun;Mapk1;Ppp3r1;Pak4;Dlg1;Mapk14;Cbl
PC2,KEGG,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,Ubiquitin Mediated Proteolysis,1.128,0.28,0.896,27,TRUE,Cul5;Ube2i;Cul1;Nedd4l;Cdc34;Ube2n;Ube2j1;Vhl
PC2,KEGG,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,Valine Leucine & Isoleucine Degradation,-0.864,0.67,0.954,29,FALSE,Acat1;Dld;Acads;Mccc1;Hibch;Mcee;Hadhb;Aldh3a2;Acat2;Hadh;Acaa1a;Aldh6a1;Aldh7a1;Hmgcl;Acadsb
PC2,KEGG,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,Vascular Smooth Muscle Contraction,0.83,0.707,0.954,19,FALSE,Raf1;Prkce;Araf;Prkca
PC2,KEGG,KEGG_VEGF_SIGNALING_PATHWAY,Vegf Signaling,-1.134,0.28,0.896,19,FALSE,Hspb1;Cdc42;Pla2g4a;Akt1;Ptgs2;Mapk1;Ppp3r1;Pxn
PC2,KEGG,KEGG_WNT_SIGNALING_PATHWAY,WNT Signaling,-1.131,0.258,0.896,31,FALSE,Ppp2r5b;Dvl2;Rock1;Daam1;Csnk2a2;Jun;Ppp3r1;Prkaca;Ccnd2;Smad3;Skp1
PC1,MitoCarta,MITOCARTA_METABOLISM__AMINO_ACID_METABOLISM__BRANCHED_CHAIN_AMINO_ACID_METABOLISM,Branched Chain AA Metabolism,2.025,3.76e-4,0.0031,23,FALSE,Ivd;Etfa;Bcat2;Echs1;Aldh6a1;Etfb;Dbt;Hibch;Mccc2;Auh
PC1,MitoCarta,MITOCARTA_METABOLISM__AMINO_ACID_METABOLISM__LYSINE_METABOLISM,Lysine Metabolism,1.662,0.0227,0.0636,12,TRUE,Etfa;Aldh7a1;Dlst;Echs1;Etfb;Acaa2
PC1,MitoCarta,MITOCARTA_METABOLISM__CARBOHYDRATE_METABOLISM__PYRUVATE_METABOLISM,Pyruvate Metabolism,1.704,0.0231,0.0636,10,TRUE,Pdhx;Pdhb;Pdpr;Mpc2;Dld;Mpc1;Dlat
PC1,MitoCarta,MITOCARTA_METABOLISM__CARBOHYDRATE_METABOLISM__TCA_ASSOCIATED,TCA Associated,1.279,0.18,0.313,12,TRUE,Slc25a11;Slc25a1;Me2;Abhd11;Mpc2;Mpc1;Pc;Fahd1
PC1,MitoCarta,MITOCARTA_METABOLISM__CARBOHYDRATE_METABOLISM__TCA_CYCLE,TCA Cycle,1.916,0.00165,0.0109,16,FALSE,Idh3g;Dlst;Mdh2;Cs;Suclg2;Fh;Idh2;Idh3a;Sucla2;Sdha;Ogdh
PC1,MitoCarta,MITOCARTA_METABOLISM__DETOXIFICATION__ROS_AND_GLUTATHIONE_METABOLISM,ROS and Glutathione Metabolism,1.543,0.0353,0.0896,23,TRUE,Prdx3;Prdx2;Aldh7a1;Nit1;Aldh9a1;Gpx4;Prdx4;Prxl2a;Aldh3a2
PC1,MitoCarta,MITOCARTA_METABOLISM__DETOXIFICATION__XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,1.542,0.0466,0.11,11,TRUE,Cyb5r3;Aldh2;Mtarc2;Akr7a2;Abhd10;Bphl;Gstz1;Cbr3;Maoa
PC1,MitoCarta,MITOCARTA_METABOLISM__LIPID_METABOLISM,Lipid Metabolism,1.204,0.235,0.388,14,TRUE,Lyplal1;Cyb5r3;Fasn;Slc25a1;Lypla1;Ech1
PC1,MitoCarta,MITOCARTA_METABOLISM__LIPID_METABOLISM__FATTY_ACID_OXIDATION,FA Oxidation,1.724,0.00898,0.0371,32,TRUE,Etfa;Eci2;Aldh2;Acsl1;Acadm;Echs1;Etfb;Acsf2;Acaa2;Slc25a20;Cpt2;Decr1;Cpt1a;Acads;Pcca;Pccb;Hadhb;Hsd17b10
PC1,MitoCarta,MITOCARTA_METABOLISM__LIPID_METABOLISM__PHOSPHOLIPID_METABOLISM,Phospholipid Metabolism,-0.934,0.565,0.735,12,TRUE,Prdx6;Acp6;Pnpla8
PC1,MitoCarta,MITOCARTA_METABOLISM__METALS_AND_COFACTORS__FE_S_CLUSTER_BIOSYNTHESIS,Fe s Cluster Biosynthesis,-1.081,0.338,0.506,15,FALSE,Hspa9;Isca2;Ndufab1;Glrx5;Iscu;Cisd1;Bola1;Grpel1
PC1,MitoCarta,MITOCARTA_METABOLISM__METALS_AND_COFACTORS__FE_S_CONTAINING_PROTEINS,Fe s Containing Proteins,-1.116,0.303,0.476,22,TRUE,Isca2;Glrx5;Aco2;Iscu;Ndufv2;Ndufs8;Cisd1;Bola1;Ndufs7
PC1,MitoCarta,MITOCARTA_METABOLISM__NUCLEOTIDE_METABOLISM__NUCLEOTIDE_SYNTHESIS_AND_PROCESSING,Nucleotide Synthesis and Processing,0.876,0.598,0.735,13,TRUE,Suclg2;Nudt2;Sucla2;Nt5dc2
PC1,MitoCarta,MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA__MTRNA_METABOLISM__MTRNA_STABILITY_AND_DECAY,Mtrna Stability and Decay,0.715,0.85,0.88,10,TRUE,Lrpprc;Lactb2;Tbrg4
PC1,MitoCarta,MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA__MTRNA_METABOLISM__MT_TRNA_MODIFICATIONS,Mt Trna Modifications,-0.675,0.88,0.88,10,FALSE,Trnt1;Trmt1
PC1,MitoCarta,MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA__TRANSLATION__MITOCHONDRIAL_RIBOSOME,Mito. Ribosome,1.531,0.0202,0.0636,55,TRUE,Mrps7;Mrps23;Mrpl38;Mrps21;Mrpl30;Mrps18a;Mrpl19;Mrps9;Mrpl49;Mrps18b;Ptcd3;Mrpl37;Mrpl10;Mrpl18;Dap3;Mrps25;Mrpl22;Mrpl1;Mrps30;Mrps28;Mrpl39
PC1,MitoCarta,MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE__APOPTOSIS,Apoptosis,-0.912,0.602,0.735,14,FALSE,Aifm1;Cycs;Bid;Bax
PC1,MitoCarta,MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE__AUTOPHAGY,Autophagy,-0.738,0.793,0.88,10,TRUE,Park7;Snap29;Rab24;Pgam5
PC1,MitoCarta,MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE__ORGANELLE_CONTACT_SITES,Organelle Contact Sites,1.025,0.431,0.618,10,TRUE,Ahcyl1;Vdac1
PC1,MitoCarta,MITOCARTA_OXPHOS__COMPLEX_IV__CIV_SUBUNITS,Complex IV,-0.753,0.802,0.88,11,FALSE,Cox5b;Cox7a2l;Cox4i1;Cox5a
PC1,MitoCarta,MITOCARTA_OXPHOS__COMPLEX_I__CI_ASSEMBLY_FACTORS,Ci Assembly Factors,0.687,0.868,0.88,11,FALSE,Acad9;Ndufaf3;Ecsit
PC1,MitoCarta,MITOCARTA_OXPHOS__COMPLEX_I__CI_SUBUNITS,Complex I,1.316,0.12,0.22,30,FALSE,Mt-nd3;Mt-nd5;Ndufa6;Ndufs2;Ndufa13;Ndufb5;Ndufs3;Ndufv3;Ndufb10;Ndufa5;Ndufs1;Ndufa9;Ndufa8;Mt-nd4
PC1,MitoCarta,MITOCARTA_OXPHOS__COMPLEX_V__CV_SUBUNITS,Complex V,1.534,0.0641,0.134,15,FALSE,Atp5mg;Atp5mk;Atp5pb;Atp5po;Atp5mf;Atp5f1e;Atp5me;Atp5f1b;Atp5f1c
PC1,MitoCarta,MITOCARTA_OXPHOS__OXPHOS_ASSEMBLY_FACTORS,OXPHOS Assembly Factors,-0.839,0.709,0.836,24,FALSE,Aifm1;Cox17;Tmem126a;Cox7a2l;Coa7;Sdhaf2;Cmc1;Coa3;Ndufaf2
PC1,MitoCarta,MITOCARTA_OXPHOS__OXPHOS_SUBUNITS,OXPHOS Subunits,1.557,0.0102,0.0374,69,FALSE,Uqcr10;Mt-nd3;Mt-nd5;Ndufa6;Atp5mg;Atp5mk;Uqcrc2;Atp5pb;Ndufs2;Atp5po;Ndufa13;Ndufb5;Ndufs3;Uqcrq;Atp5mf;Uqcrc1;Atp5f1e;Atp5me;Atp5f1b;Mt-co2;Cyc1;Ndufv3;Atp5f1c;Ndufb10;Ndufa5;Ndufs1;Sdha;Ndufa9;Ndufa8;Cox7b;Mt-nd4
PC1,MitoCarta,MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS__PROTEIN_HOMEOSTASIS__CHAPERONES,Chaperones,-0.941,0.565,0.735,14,TRUE,Fkbp10;Timm13;Hspe1;Timm9;Maip1;Timm10b
PC1,MitoCarta,MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS__PROTEIN_HOMEOSTASIS__PROTEASES,Proteases,1.913,0.00205,0.0113,18,TRUE,Lap3;Pmpcb;Pmpca;Atad1;Lonp1;Casp3;Yme1l1;Nln
PC1,MitoCarta,MITOCARTA_SMALL_MOLECULE_TRANSPORT,Transport,1.537,0.0647,0.134,10,TRUE,Vdac2;Vdac3;Vdac1;Romo1;Mpc2
PC1,MitoCarta,MITOCARTA_SMALL_MOLECULE_TRANSPORT__SLC25A_FAMILY,Slc25a Family,2.127,1.61e-4,0.00177,14,TRUE,Slc25a12;Slc25a3;Slc25a11;Slc25a1;Slc25a20;Slc25a4;Slc25a10;Mtch2;Slc25a5;Slc25a22;Slc25a24;Mtch1
PC2,MitoCarta,MITOCARTA_METABOLISM__AMINO_ACID_METABOLISM__BRANCHED_CHAIN_AMINO_ACID_METABOLISM,Branched Chain AA Metabolism,-1.341,0.103,0.519,23,TRUE,Acat1;Dld;Bckdk;Etfb;Mccc1;Acad8;Hibch
PC2,MitoCarta,MITOCARTA_METABOLISM__AMINO_ACID_METABOLISM__LYSINE_METABOLISM,Lysine Metabolism,-1.222,0.213,0.638,12,TRUE,Acat1;Dld;Etfb
PC2,MitoCarta,MITOCARTA_METABOLISM__CARBOHYDRATE_METABOLISM__PYRUVATE_METABOLISM,Pyruvate Metabolism,-1.117,0.334,0.787,10,TRUE,Dlat;Dld;Pdk3;Pdpr
PC2,MitoCarta,MITOCARTA_METABOLISM__CARBOHYDRATE_METABOLISM__TCA_ASSOCIATED,TCA Associated,-0.857,0.653,0.897,12,TRUE,Me2;Acly;Slc25a11;Abhd11;Pck2;Fahd1
PC2,MitoCarta,MITOCARTA_METABOLISM__CARBOHYDRATE_METABOLISM__TCA_CYCLE,TCA Cycle,-0.839,0.697,0.92,16,FALSE,Dld;Suclg1;Aco2;Mdh2
PC2,MitoCarta,MITOCARTA_METABOLISM__DETOXIFICATION__ROS_AND_GLUTATHIONE_METABOLISM,ROS and Glutathione Metabolism,-1.018,0.439,0.853,23,TRUE,Prdx5;Cat;Sod2;Gsr;Prdx6;Txn2;Aldh3a2;Prxl2a;Gpx4;Sod1;Aldh7a1
PC2,MitoCarta,MITOCARTA_METABOLISM__DETOXIFICATION__XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,1.483,0.0554,0.519,11,TRUE,Cbr3;Mpst;Bphl;Cyb5r3
PC2,MitoCarta,MITOCARTA_METABOLISM__LIPID_METABOLISM,Lipid Metabolism,-0.668,0.893,0.969,14,TRUE,Echdc1
PC2,MitoCarta,MITOCARTA_METABOLISM__LIPID_METABOLISM__FATTY_ACID_OXIDATION,FA Oxidation,-0.887,0.643,0.897,32,FALSE,Acat1;Acadvl;Etfb;Acads;Crat;Mcee;Eci1;Cpt2;Hadhb;Mmut
PC2,MitoCarta,MITOCARTA_METABOLISM__LIPID_METABOLISM__PHOSPHOLIPID_METABOLISM,Phospholipid Metabolism,-0.742,0.825,0.963,12,TRUE,Lactb;Agpat4;Prdx6
PC2,MitoCarta,MITOCARTA_METABOLISM__METALS_AND_COFACTORS__FE_S_CLUSTER_BIOSYNTHESIS,Fe s Cluster Biosynthesis,-1.194,0.212,0.638,15,TRUE,Cisd1;Nfs1;Nfu1;Isca2;Cisd3;Bola1;Iscu;Ndufab1;Fdx1
PC2,MitoCarta,MITOCARTA_METABOLISM__METALS_AND_COFACTORS__FE_S_CONTAINING_PROTEINS,Fe s Containing Proteins,-1.077,0.36,0.793,22,FALSE,Cisd1;Nfs1;Ndufv1;Aco2;Ndufs1;Nfu1
PC2,MitoCarta,MITOCARTA_METABOLISM__NUCLEOTIDE_METABOLISM__NUCLEOTIDE_SYNTHESIS_AND_PROCESSING,Nucleotide Synthesis and Processing,-1.345,0.109,0.519,13,TRUE,Guk1;Nudt2;Suclg1;Ak3;Dhodh
PC2,MitoCarta,MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA__MTRNA_METABOLISM__MTRNA_STABILITY_AND_DECAY,Mtrna Stability and Decay,0.582,0.961,0.969,10,TRUE,Lactb2;Slirp;Tbrg4
PC2,MitoCarta,MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA__MTRNA_METABOLISM__MT_TRNA_MODIFICATIONS,Mt Trna Modifications,-1.26,0.2,0.638,10,TRUE,Trmt5;Thg1l;Qtrt1;Dus2;Nsun2;Yrdc;Trmt10c
PC2,MitoCarta,MITOCARTA_MITOCHONDRIAL_CENTRAL_DOGMA__TRANSLATION__MITOCHONDRIAL_RIBOSOME,Mito. Ribosome,-1.294,0.11,0.519,55,TRUE,Mrpl46;Mrpl16;Mrps26;Mrps6;Mrps16;Mrpl49;Ptcd3;Mrps23;Mrps14;Mrpl1;Mrps25;Mrpl18;Mrpl23;Mrpl12;Mrps18b;Mrpl58;Mrps22;Mrpl21;Mrps9;Mrps2;Mrpl30;Mrpl10;Dap3;Mrpl38
PC2,MitoCarta,MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE__APOPTOSIS,Apoptosis,-0.608,0.949,0.969,14,FALSE,Casp3;Bax;Bid;Htra2;Endog;Ghitm
PC2,MitoCarta,MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE__AUTOPHAGY,Autophagy,0.857,0.63,0.897,10,TRUE,Nipsnap1;Rab24;Marchf5;Snap29
PC2,MitoCarta,MITOCARTA_MITOCHONDRIAL_DYNAMICS_AND_SURVEILLANCE__ORGANELLE_CONTACT_SITES,Organelle Contact Sites,-1.432,0.081,0.519,10,TRUE,Fkbp8;Atad3a;Synj2bp;Stx17;Mfn1;Vdac1
PC2,MitoCarta,MITOCARTA_OXPHOS__COMPLEX_IV__CIV_SUBUNITS,Complex IV,-1.155,0.288,0.787,11,TRUE,Cox7a2;Cox5a;Cox4i1
PC2,MitoCarta,MITOCARTA_OXPHOS__COMPLEX_I__CI_ASSEMBLY_FACTORS,Ci Assembly Factors,-0.896,0.582,0.897,11,FALSE,Ndufaf1;Foxred1;Dmac1;Ndufaf2;Ndufaf7;Ndufaf3
PC2,MitoCarta,MITOCARTA_OXPHOS__COMPLEX_I__CI_SUBUNITS,Complex I,-0.915,0.596,0.897,30,TRUE,Ndufs4;Mt-nd4;Ndufv1;Ndufs1;Ndufa12;Ndufa9
PC2,MitoCarta,MITOCARTA_OXPHOS__COMPLEX_V__CV_SUBUNITS,Complex V,-0.964,0.521,0.897,15,TRUE,Atp5f1a;Atp5f1b
PC2,MitoCarta,MITOCARTA_OXPHOS__OXPHOS_ASSEMBLY_FACTORS,OXPHOS Assembly Factors,-0.742,0.838,0.963,24,FALSE,Uqcc2;Ndufaf1;Foxred1;Dmac1;Cox7a2l;Ndufaf2;Taco1;Ndufaf7
PC2,MitoCarta,MITOCARTA_OXPHOS__OXPHOS_SUBUNITS,OXPHOS Subunits,-0.863,0.734,0.932,69,FALSE,Atp5f1a;Cox7a2;Cox5a;Ndufs4;Atp5f1b;Mt-nd4;Cox4i1;Ndufv1;Ndufs1;Ndufa12;Ndufa9
PC2,MitoCarta,MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS__PROTEIN_HOMEOSTASIS__CHAPERONES,Chaperones,-1.483,0.0533,0.519,14,TRUE,Trap1;Timm13;Phb2;Hspe1;Timm8b
PC2,MitoCarta,MITOCARTA_PROTEIN_IMPORT_SORTING_AND_HOMEOSTASIS__PROTEIN_HOMEOSTASIS__PROTEASES,Proteases,-1.096,0.314,0.787,18,TRUE,Lactb;Pitrm1;Lonp1;Nln;Casp3;Clpp;Mipep;Htra2;Pmpcb
PC2,MitoCarta,MITOCARTA_SMALL_MOLECULE_TRANSPORT,Transport,0.701,0.846,0.963,10,TRUE,Mpc2;Romo1
PC2,MitoCarta,MITOCARTA_SMALL_MOLECULE_TRANSPORT__SLC25A_FAMILY,Slc25a Family,1.293,0.171,0.638,14,TRUE,Mtch2;Slc25a5;Slc25a4;Slc25a20;Slc25a3;Slc25a1;Slc25a13
PC1,GO Slim,GOSLIM_AMINO_ACID_METABOLIC_PROCESS,AA Metabolism,2.024,3.03e-6,7.87e-5,121,TRUE,Ivd;Etfa;Blmh;Pycr2;Aldh7a1;Slc25a12;Bcat2;Pycr1;Bcat1;Enoph1;Got2;Psph;Rars1;Dlst;Gpt2;Oat;Cad;Glud1;Crtap;Fh;Echs1;Aldh6a1;Aldh18a1;Etfb;Prdx4;Gars1;Dbt;Hibch;Iars1;P4ha1;Shmt2;Mccc2;Auh;Farsa;Scly;Kyat1;Spr;Mri1;Sars1;Aarsd1;Farsb;Yars1;Ero1a;Hars1;Aars1;Pcca;Pccb;Bphl;Hsd17b10;Gstz1;Psat1;Sephs1;Txnrd1;Got1;Hmgcl;Mtap;Gclm;Pcmt1;Fah;Ahcy;Mars1
PC1,GO Slim,GOSLIM_CHROMOSOME_SEGREGATION,Chromosome Segregation,1.005,0.422,0.548,147,FALSE,Dync1h1;Mapk15;Zw10;Ciao1;Cltc;Arl8b;Nudc;Kpnb1;Ppp2r1a;Washc5;Ddb1;Ppp2r2a;Actr3;Bag6;Arl8a;Bub3;Ppp1r7;Klhl22;Sirt2;Lcmt1;Tlk1;Ncapg;Tubg1;Cdk1;Chmp1b;Chmp3;Anapc5;Anapc4;Chmp6;Cul3;Slc25a5;Tubb5;Ran;Ntmt1;Mad2l1;Mapre1
PC1,GO Slim,GOSLIM_CILIUM_ORGANIZATION,Cilium Org.,-1.13,0.221,0.419,87,TRUE,Flna;Map4;Nherf1;Hdac6;Yap1;Asap1;Grk2;Atg3;Dtnbp1;Rabep2;Yif1b;Nectin2;Atp6v1d;Gsk3b;Wdr44;Luzp1;Nudcd3;Kif3a;Snap29;Kctd17;Htt;Ccdc32;Rilpl1;B3glct;Arhgap35;Lama5;Gorab;Dctn1;Fnbp1l;Tulp3;Micall1;Dnal1;Ube2b;Ehd3;Ndufaf2;Kif3b;Ssna1;Pcm1
PC1,GO Slim,GOSLIM_CYTOKINESIS,Cytokinesis,1.046,0.369,0.533,86,TRUE,Unc119;Arf6;Rhoc;Dctn3l1;Anxa11;Washc5;Snx9;Actr3;Rab35;Atxn10;Spast;Ist1;Rasa1;Septin9;Rhob;Snx33;Chmp1b;Chmp3;Rtkn;Cul7;Septin10;Chmp6;Cul3;Stambp;Fsd1;Git1
PC1,GO Slim,GOSLIM_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,-1.113,0.212,0.419,143,TRUE,Eif3j;Eif4ebp1;Rpl13;Rpl6;Ybx3;Rpl26;Rpl27;Rpl31;Denr;Rplp2;Cnbp;Rpl24;LOC134480579;Rpl27a;Rpl5;Rps6;Rpl19;Rpl34;Rpl36a;Trnt1;Hnrnpd;Dhx36;Rplp1;Eif3g;Rpl35a;Eif3b;Rpl17;Ckap5;Rps24;Eif3h;Rps28
PC1,GO Slim,GOSLIM_DETOXIFICATION,Detoxification,1.744,0.00168,0.0146,61,TRUE,Prdx3;Prdx2;Akr1a1;Aldh2;Gstp1;Gstm5;Dhfr;Mtarc2;Pgp;Nqo1;Prdx1;Gpx4;Clic1;Akr7a2;Prdx4;Prxl2a;Gsto1;Gstm1;Fbln5;Nxn;Adk;Gstm2;Sucla2;Nnt;Rdh11
PC1,GO Slim,GOSLIM_DIGESTION,Digestion,-1.039,0.401,0.548,22,TRUE,Pawr;Ezr;Ldlr;Wnk1;Rplp1;Hspb1;Vamp8
