gene,localization
LOC120094008,Nuclear
LOC120094009,Nuclear
LOC120094010,Nuclear
Snora53,Nuclear
LOC120094012,Nuclear
LOC120094013,Nuclear
Snord83b,Nuclear
LOC120094015,Nuclear
LOC120094016,Nuclear
Snora11g,Nuclear
LOC120094019,Nuclear
LOC120094020,Nuclear
LOC120094021,Nuclear
LOC120094022,Nuclear
LOC120094023,Nuclear
U2l1,Nuclear
LOC120094026,Nuclear
LOC120094027,Nuclear
LOC120094028,Nuclear
LOC120094029,Nuclear
LOC120094030,Nuclear
LOC120094031,Nuclear
LOC120094033,Nuclear
LOC120094034,Nuclear
U2l2,Nuclear
Rnu12,Nuclear
LOC120094038,Nuclear
U3l8,Nuclear
LOC120094040,Nuclear
LOC120094041,Nuclear
LOC120094042,Nuclear
LOC120094043,Nuclear
LOC120094044,Nuclear
LOC120094045,Nuclear
LOC120094046,Nuclear
LOC120094049,Nuclear
LOC120094050,Nuclear
LOC120094051,Nuclear
LOC120094052,Nuclear
LOC120094053,Nuclear
LOC120094054,Nuclear
LOC120094055,Nuclear
LOC120094056,Nuclear
LOC120094092,Nuclear
Mbd3l3,Nuclear
Ubtfl2,Nuclear
LOC120094401,Nuclear
LOC120094402,Nuclear
LOC120094403,Nuclear
LOC120094404,Nuclear
LOC120094405,Nuclear
LOC120094406,Nuclear
LOC120094407,Nuclear
LOC120094408,Nuclear
LOC120094409,Nuclear
LOC120094410,Nuclear
LOC120094411,Nuclear
LOC120094412,Nuclear
LOC120094413,Nuclear
LOC120094414,Nuclear
LOC120094415,Nuclear
LOC120094416,Nuclear
LOC120094417,Nuclear
LOC120094418,Nuclear
LOC120094419,Nuclear
LOC120094420,Nuclear
LOC120094421,Nuclear
LOC120094422,Nuclear
LOC120094423,Nuclear
LOC120094424,Nuclear
LOC120094425,Nuclear
LOC120094426,Nuclear
LOC120094428,Nuclear
Snora73bl1,Nuclear
Snora6,Nuclear
Snora62,Nuclear
Snord18b,Nuclear
Snord18c,Nuclear
Snord18a,Nuclear
Snord16,Nuclear
LOC120094442,Nuclear
Snord34,Nuclear
LOC120094444,Nuclear
LOC120094445,Nuclear
LOC120094446,Nuclear
LOC120094447,Nuclear
Snora16b,Nuclear
LOC120094450,Nuclear
LOC120094451,Nuclear
Snora3c,Nuclear
Snord6,Nuclear
LOC120094454,Nuclear
LOC120094455,Nuclear
LOC120094456,Nuclear
Snora25b,Nuclear
Snora41b,Nuclear
LOC120094461,Nuclear
LOC120094462,Nuclear
LOC120094463,Nuclear
Snora1b,Nuclear
LOC120094465,Nuclear
LOC120094466,Nuclear
Snora17b,Nuclear
LOC120094468,Nuclear
LOC120094469,Nuclear
LOC120094470,Nuclear
Snora18,Nuclear
LOC120094473,Nuclear
LOC120094475,Nuclear
LOC120094476,Nuclear
LOC120094477,Nuclear
LOC120094478,Nuclear
LOC120094479,Nuclear
LOC120094480,Nuclear
LOC120094481,Nuclear
LOC120094483,Nuclear
LOC120094484,Nuclear
LOC120094485,Nuclear
LOC120094486,Nuclear
LOC120094487,Nuclear
LOC120094488,Nuclear
LOC120094489,Nuclear
LOC120094490,Nuclear
LOC120094491,Nuclear
LOC120094492,Nuclear
LOC120094493,Nuclear
LOC120094494,Nuclear
LOC120094495,Nuclear
LOC120094496,Nuclear
LOC120094497,Nuclear
LOC120094498,Nuclear
LOC120094499,Nuclear
LOC120094500,Nuclear
LOC120094501,Nuclear
LOC120094502,Nuclear
LOC120094503,Nuclear
LOC120094504,Nuclear
LOC120094505,Nuclear
LOC120094506,Nuclear
LOC120094507,Nuclear
LOC120094508,Nuclear
LOC120094509,Nuclear
LOC120094511,Nuclear
LOC120094512,Nuclear
LOC120094513,Nuclear
LOC120094514,Nuclear
LOC120094515,Nuclear
LOC120094516,Nuclear
LOC120094517,Nuclear
LOC120094518,Nuclear
LOC120094519,Nuclear
LOC120094520,Nuclear
LOC120094521,Nuclear
LOC120094522,Nuclear
Scarna14,Nuclear
Snord105,Nuclear
LOC120094525,Nuclear
Snord5,Nuclear
LOC120094527,Nuclear
Snord105b,Nuclear
LOC120094529,Nuclear
LOC120094530,Nuclear
LOC120094531,Nuclear
LOC120094532,Nuclear
LOC120094533,Nuclear
LOC120094534,Nuclear
LOC120094535,Nuclear
LOC120094536,Nuclear
LOC120094537,Nuclear
LOC120094538,Nuclear
LOC120094539,Nuclear
LOC120094540,Nuclear
LOC120094541,Nuclear
LOC120094542,Nuclear
LOC120094543,Nuclear
LOC120094544,Nuclear
LOC120094545,Nuclear
Snord14d,Nuclear
Rnu5a1,Nuclear
Rnu5b1,Nuclear
LOC120094553,Nuclear
LOC120094554,Nuclear
LOC120094555,Nuclear
LOC120094556,Nuclear
LOC120094557,Nuclear
LOC120094558,Nuclear
LOC120094559,Nuclear
LOC120094560,Nuclear
LOC120094561,Nuclear
LOC120094562,Nuclear
LOC120094817,Nuclear
LOC120094818,Nuclear
LOC120094859,Nuclear
LOC120094860,Nuclear
LOC120094861,Nuclear
LOC120094862,Nuclear
LOC120094863,Nuclear
LOC120094864,Nuclear
LOC120094865,Nuclear
LOC120094866,Nuclear
LOC120094867,Nuclear
LOC120094868,Nuclear
LOC120094869,Nuclear
LOC120094870,Nuclear
LOC120094871,Nuclear
LOC120094872,Nuclear
LOC120094873,Nuclear
Snora75,Nuclear
LOC120094882,Nuclear
Snord82,Nuclear
LOC120094884,Nuclear
Snord20,Nuclear
Snord51,Nuclear
LOC120094887,Nuclear
Snora41,Nuclear
LOC120094889,Nuclear
LOC120094890,Nuclear
LOC120094891,Nuclear
LOC120094894,Nuclear
LOC120094895,Nuclear
Scarna6,Nuclear
Scarna6l,Nuclear
LOC120094898,Nuclear
LOC120094899,Nuclear
LOC120094900,Nuclear
LOC120094901,Nuclear
LOC120094902,Nuclear
LOC120094903,Nuclear
LOC120094904,Nuclear
LOC120094905,Nuclear
LOC120094906,Nuclear
LOC120094907,Nuclear
LOC120094908,Nuclear
LOC120094909,Nuclear
LOC120094910,Nuclear
LOC120094911,Nuclear
LOC120094912,Nuclear
LOC120094913,Nuclear
LOC120094914,Nuclear
LOC120094915,Nuclear
Rnvu1-17,Nuclear
LOC120094917,Nuclear
LOC120094918,Nuclear
LOC120094919,Nuclear
LOC120094920,Nuclear
LOC120094921,Nuclear
LOC120094922,Nuclear
LOC120094923,Nuclear
LOC120094924,Nuclear
LOC120094925,Nuclear
LOC120094926,Nuclear
Rnvu1-34,Nuclear
LOC120094928,Nuclear
LOC120094929,Nuclear
LOC120094930,Nuclear
LOC120094931,Nuclear
LOC120094932,Nuclear
LOC120094933,Nuclear
LOC120094934,Nuclear
LOC120094935,Nuclear
LOC120094936,Nuclear
LOC120094937,Nuclear
LOC120094938,Nuclear
LOC120094939,Nuclear
LOC120094940,Nuclear
LOC120094941,Nuclear
Snord70,Nuclear
Snord70b,Nuclear
Snord89,Nuclear
LOC120094945,Nuclear
Snord11,Nuclear
Snord11b,Nuclear
LOC120094948,Nuclear
LOC120094949,Nuclear
U2l7,Nuclear
LOC120094955,Nuclear
LOC120094956,Nuclear
LOC120094957,Nuclear
LOC120094958,Nuclear
LOC120094959,Nuclear
LOC120094960,Nuclear
LOC120094961,Nuclear
LOC120094962,Nuclear
LOC120094963,Nuclear
LOC120094964,Nuclear
LOC120094965,Nuclear
LOC120094966,Nuclear
LOC120094967,Nuclear
LOC120094969,Nuclear
LOC120094972,Nuclear
LOC120094973,Nuclear
LOC120094974,Nuclear
LOC120094975,Nuclear
LOC120094976,Nuclear
LOC120094977,Nuclear
LOC120094978,Nuclear
LOC120094979,Nuclear
LOC120094980,Nuclear
LOC120094981,Nuclear
LOC120094982,Nuclear
LOC120094983,Nuclear
LOC120094984,Nuclear
LOC120094985,Nuclear
LOC120094986,Nuclear
LOC120095168,Nuclear
LOC120095349,Nuclear
LOC120095350,Nuclear
LOC120095351,Nuclear
LOC120095352,Nuclear
LOC120095353,Nuclear
LOC120095354,Nuclear
U6l12,Nuclear
LOC120095356,Nuclear
LOC120095357,Nuclear
LOC120095358,Nuclear
LOC120095359,Nuclear
LOC120095360,Nuclear
LOC120095361,Nuclear
LOC120095362,Nuclear
LOC120095363,Nuclear
LOC120095364,Nuclear
LOC120095365,Nuclear
LOC120095366,Nuclear
LOC120095367,Nuclear
LOC120095368,Nuclear
LOC120095369,Nuclear
LOC120095370,Nuclear
LOC120095371,Nuclear
LOC120095372,Nuclear
LOC120095373,Nuclear
LOC120095375,Nuclear
LOC120095376,Nuclear
LOC120095377,Nuclear
LOC120095378,Nuclear
Snord96a,Nuclear
Snord118,Nuclear
LOC120095384,Nuclear
LOC120095385,Nuclear
Snord42b,Nuclear
Snord42a,Nuclear
LOC120095388,Nuclear
LOC120095389,Nuclear
LOC120095390,Nuclear
LOC120095391,Nuclear
LOC120095392,Nuclear
Snord95,Nuclear
LOC120095394,Nuclear
Snord1c,Nuclear
LOC120095396,Nuclear
LOC120095397,Nuclear
Snora64,Nuclear
Snord4a,Nuclear
Snord60,Nuclear
Snora67,Nuclear
LOC120095402,Nuclear
LOC120095403,Nuclear
Snord49b,Nuclear
Snord49a,Nuclear
Snord7,Nuclear
LOC120095407,Nuclear
Snord104,Nuclear
LOC120095409,Nuclear
LOC120095410,Nuclear
LOC120095411,Nuclear
LOC120095412,Nuclear
LOC120095413,Nuclear
LOC120095414,Nuclear
LOC120095415,Nuclear
LOC120095416,Nuclear
Snora80d,Nuclear
LOC120095418,Nuclear
LOC120095419,Nuclear
LOC120095420,Nuclear
LOC120095421,Nuclear
Snora21,Nuclear
LOC120095423,Nuclear
LOC120095424,Nuclear
Scarna16,Nuclear
LOC120095427,Nuclear
LOC120095429,Nuclear
LOC120095430,Nuclear
LOC120095432,Nuclear
LOC120095433,Nuclear
LOC120095434,Nuclear
LOC120095435,Nuclear
LOC120095436,Nuclear
LOC120095437,Nuclear
LOC120095439,Nuclear
LOC120095440,Nuclear
LOC120095441,Nuclear
LOC120095442,Nuclear
LOC120095443,Nuclear
LOC120095444,Nuclear
LOC120095445,Nuclear
LOC120095446,Nuclear
LOC120095447,Nuclear
LOC120095448,Nuclear
LOC120095450,Nuclear
LOC120095451,Nuclear
LOC120095452,Nuclear
LOC120095453,Nuclear
LOC120095454,Nuclear
LOC120095455,Nuclear
LOC120095456,Nuclear
LOC120095457,Nuclear
LOC120095458,Nuclear
Snord65,Nuclear
LOC120095461,Nuclear
LOC120095462,Nuclear
Snora50c,Nuclear
Scarna21,Nuclear
LOC120095465,Nuclear
LOC120095466,Nuclear
LOC120095467,Nuclear
LOC120095468,Nuclear
LOC120095469,Nuclear
Snord124,Nuclear
Snora78,Nuclear
Snord10,Nuclear
LOC120095476,Nuclear
LOC120095477,Nuclear
LOC120095478,Nuclear
LOC120095479,Nuclear
LOC120095480,Nuclear
LOC120095481,Nuclear
U2l6,Nuclear
LOC120095483,Nuclear
LOC120095484,Nuclear
LOC120095485,Nuclear
U2l5,Nuclear
LOC120095487,Nuclear
LOC120095489,Nuclear
LOC120095490,Nuclear
LOC120095491,Nuclear
LOC120095492,Nuclear
LOC120095493,Nuclear
LOC120095494,Nuclear
LOC120095495,Nuclear
LOC120095496,Nuclear
LOC120095499,Nuclear
LOC120095500,Nuclear
LOC120095501,Nuclear
LOC120095502,Nuclear
LOC120095503,Nuclear
LOC120095504,Nuclear
LOC120095505,Nuclear
LOC120095506,Nuclear
LOC120095507,Nuclear
LOC120095545,Nuclear
LOC120095693,Nuclear
LOC120095707,Nuclear
LOC120095708,Nuclear
LOC120095709,Nuclear
LOC120095710,Nuclear
LOC120095711,Nuclear
LOC120095712,Nuclear
LOC120095713,Nuclear
LOC120095714,Nuclear
LOC120095715,Nuclear
LOC120095716,Nuclear
LOC120095717,Nuclear
LOC120095718,Nuclear
LOC120095719,Nuclear
Snora71f,Nuclear
Snora63e,Nuclear
Snora63b,Nuclear
Snord22,Nuclear
LOC120095729,Nuclear
LOC120095730,Nuclear
LOC120095731,Nuclear
LOC120095732,Nuclear
Snora4,Nuclear
LOC120095734,Nuclear
LOC120095735,Nuclear
LOC120095736,Nuclear
LOC120095737,Nuclear
LOC120095738,Nuclear
LOC120095739,Nuclear
LOC120095740,Nuclear
LOC120095741,Nuclear
LOC120095742,Nuclear
LOC120095744,Nuclear
LOC120095745,Nuclear
LOC120095746,Nuclear
LOC120095747,Nuclear
LOC120095748,Nuclear
LOC120095749,Nuclear
LOC120095750,Nuclear
LOC120095751,Nuclear
LOC120095752,Nuclear
LOC120095753,Nuclear
LOC120095754,Nuclear
LOC120095755,Nuclear
LOC120095756,Nuclear
LOC120095757,Nuclear
LOC120095758,Nuclear
LOC120095759,Nuclear
LOC120095760,Nuclear
LOC120095761,Nuclear
LOC120095762,Nuclear
LOC120095763,Nuclear
LOC120095764,Nuclear
LOC120095765,Nuclear
LOC120095766,Nuclear
LOC120095767,Nuclear
LOC120095768,Nuclear
LOC120095769,Nuclear
LOC120095770,Nuclear
LOC120095771,Nuclear
Snord66,Nuclear
Scarna14l2,Nuclear
Snora77b,Nuclear
Snora79,Nuclear
LOC120095778,Nuclear
LOC120095779,Nuclear
Snora81,Nuclear
Snord2,Nuclear
LOC120095786,Nuclear
LOC120095787,Nuclear
LOC120095788,Nuclear
LOC120095789,Nuclear
LOC120095790,Nuclear
LOC120095791,Nuclear
LOC120095792,Nuclear
LOC120095793,Nuclear
LOC120095794,Nuclear
LOC120095795,Nuclear
LOC120095796,Nuclear
LOC120095797,Nuclear
LOC120095798,Nuclear
LOC120095799,Nuclear
LOC120095800,Nuclear
LOC120095801,Nuclear
LOC120095802,Nuclear
LOC120095803,Nuclear
LOC120095804,Nuclear
LOC120095806,Nuclear
LOC120095807,Nuclear
LOC120095808,Nuclear
LOC120095809,Nuclear
LOC120095810,Nuclear
LOC120095811,Nuclear
LOC120095812,Nuclear
LOC120095813,Nuclear
LOC120095814,Nuclear
LOC120095815,Nuclear
LOC120095816,Nuclear
LOC120095817,Nuclear
LOC120095818,Nuclear
LOC120095819,Nuclear
LOC120095820,Nuclear
LOC120095871,Nuclear
LOC120096082,Nuclear
LOC120096083,Nuclear
LOC120096084,Nuclear
Rnu4-1,Nuclear
LOC120096086,Nuclear
LOC120096088,Nuclear
LOC120096089,Nuclear
LOC120096090,Nuclear
LOC120096091,Nuclear
LOC120096092,Nuclear
LOC120096093,Nuclear
LOC120096094,Nuclear
LOC120096095,Nuclear
LOC120096096,Nuclear
LOC120096097,Nuclear
LOC120096099,Nuclear
LOC120096100,Nuclear
LOC120096101,Nuclear
LOC120096102,Nuclear
LOC120096103,Nuclear
LOC120096104,Nuclear
Snord102,Nuclear
LOC120096106,Nuclear
LOC120096107,Nuclear
Snora15b-2,Nuclear
LOC120096110,Nuclear
LOC120096111,Nuclear
Snora22c,Nuclear
LOC120096113,Nuclear
LOC120096114,Nuclear
Snora27,Nuclear
LOC120096116,Nuclear
LOC120096117,Nuclear
LOC120096118,Nuclear
LOC120096119,Nuclear
Snora49,Nuclear
LOC120096122,Nuclear
LOC120096123,Nuclear
LOC120096124,Nuclear
LOC120096125,Nuclear
LOC120096127,Nuclear
LOC120096209,Other
LOC120096281,Nuclear
LOC120096366,Nuclear
LOC120096367,Nuclear
LOC120096368,Nuclear
LOC120096371,Nuclear
LOC120096374,Nuclear
Snord81,Nuclear
LOC120096376,Nuclear
LOC120096377,Nuclear
LOC120096378,Nuclear
LOC120096379,Nuclear
LOC120096380,Nuclear
LOC120096381,Nuclear
LOC120096383,Nuclear
Snord74b,Nuclear
LOC120096385,Nuclear
LOC120096386,Nuclear
LOC120096387,Nuclear
LOC120096388,Nuclear
LOC120096389,Nuclear
LOC120096390,Nuclear
LOC120096391,Nuclear
LOC120096392,Nuclear
LOC120096393,Nuclear
LOC120096394,Nuclear
LOC120096395,Nuclear
LOC120096396,Nuclear
LOC120096397,Nuclear
LOC120096398,Nuclear
LOC120096399,Nuclear
LOC120096400,Nuclear
LOC120096401,Nuclear
LOC120096402,Nuclear
LOC120096403,Nuclear
LOC120096404,Nuclear
LOC120096405,Nuclear
LOC120096406,Nuclear
LOC120096407,Nuclear
LOC120096408,Nuclear
LOC120096409,Nuclear
LOC120096410,Nuclear
LOC120096411,Nuclear
LOC120096412,Nuclear
LOC120096413,Nuclear
LOC120096414,Nuclear
LOC120096415,Nuclear
LOC120096416,Nuclear
LOC120096417,Nuclear
LOC120096418,Nuclear
LOC120096419,Nuclear
LOC120096420,Nuclear
Snord78,Nuclear
LOC120096422,Nuclear
LOC120096423,Nuclear
LOC120096424,Nuclear
LOC120096425,Nuclear
LOC120096426,Nuclear
Scarna18b,Nuclear
LOC120096428,Nuclear
LOC120096429,Nuclear
LOC120096430,Nuclear
LOC120096431,Nuclear
LOC120096432,Nuclear
LOC120096433,Nuclear
U3l6,Nuclear
LOC120096437,Nuclear
LOC120096438,Nuclear
LOC120096439,Nuclear
LOC120096440,Nuclear
LOC120096441,Nuclear
LOC120096443,Nuclear
LOC120096444,Nuclear
LOC120096445,Nuclear
LOC120096446,Nuclear
LOC120096447,Nuclear
LOC120096448,Nuclear
LOC120096449,Nuclear
LOC120096450,Nuclear
LOC120096451,Nuclear
LOC120096452,Nuclear
LOC120096453,Nuclear
LOC120096454,Nuclear
LOC120096455,Nuclear
LOC120096456,Nuclear
LOC120096457,Nuclear
LOC120096458,Nuclear
U6l11,Nuclear
LOC120096460,Nuclear
LOC120096461,Nuclear
LOC120096462,Nuclear
LOC120096463,Nuclear
LOC120096464,Nuclear
LOC120096465,Nuclear
LOC120096466,Nuclear
LOC120096627,Nuclear
LOC120096738,Nuclear
LOC120096739,Nuclear
LOC120096740,Nuclear
LOC120096741,Nuclear
LOC120096742,Nuclear
LOC120096743,Nuclear
LOC120096744,Nuclear
LOC120096745,Nuclear
LOC120096746,Nuclear
LOC120096747,Nuclear
LOC120096748,Nuclear
LOC120096749,Nuclear
LOC120096750,Nuclear
LOC120096751,Nuclear
LOC120096752,Nuclear
LOC120096753,Nuclear
LOC120096754,Nuclear
LOC120096755,Nuclear
LOC120096756,Nuclear
LOC120096757,Nuclear
LOC120096758,Nuclear
LOC120096759,Nuclear
LOC120096760,Nuclear
Rnu6-561,Nuclear
LOC120096762,Nuclear
LOC120096763,Nuclear
Rnvu1-21,Nuclear
Snord21,Nuclear
Snora66,Nuclear
LOC120096779,Nuclear
Snora70l1,Nuclear
LOC120096781,Nuclear
LOC120096783,Nuclear
Snora5a,Nuclear
Snora5c,Nuclear
LOC120096787,Nuclear
LOC120096788,Nuclear
LOC120096789,Nuclear
Snora9,Nuclear
LOC120096791,Nuclear
LOC120096792,Nuclear
LOC120096793,Nuclear
Scarna23l2,Nuclear
LOC120096796,Nuclear
LOC120096797,Nuclear
LOC120096798,Nuclear
LOC120096799,Nuclear
LOC120096800,Nuclear
LOC120096801,Nuclear
LOC120096802,Nuclear
LOC120096803,Nuclear
LOC120096804,Nuclear
LOC120096805,Nuclear
LOC120096807,Nuclear
LOC120096808,Nuclear
LOC120096809,Nuclear
LOC120096810,Nuclear
LOC120096811,Nuclear
LOC120096812,Nuclear
LOC120096813,Nuclear
LOC120096814,Nuclear
LOC120096815,Nuclear
LOC120096816,Nuclear
LOC120096818,Nuclear
LOC120096819,Nuclear
LOC120096820,Nuclear
LOC120096821,Nuclear
LOC120096822,Nuclear
LOC120096823,Nuclear
LOC120096824,Nuclear
LOC120096825,Nuclear
LOC120096826,Nuclear
LOC120096827,Nuclear
LOC120096829,Nuclear
LOC120096830,Nuclear
Snora26,Nuclear
LOC120096832,Nuclear
LOC120096833,Nuclear
LOC120096834,Nuclear
LOC120096835,Nuclear
Snord125,Nuclear
LOC120096837,Nuclear
LOC120096838,Nuclear
LOC120096840,Nuclear
LOC120096841,Nuclear
LOC120096842,Nuclear
LOC120096843,Nuclear
LOC120096844,Nuclear
LOC120096845,Nuclear
LOC120096846,Nuclear
LOC120096847,Nuclear
LOC120096848,Nuclear
LOC120096849,Nuclear
LOC120096851,Nuclear
LOC120096852,Nuclear
LOC120096853,Nuclear
LOC120096854,Nuclear
LOC120096855,Nuclear
LOC120096856,Nuclear
LOC120096857,Nuclear
LOC120096858,Nuclear
LOC120096859,Nuclear
LOC120096860,Nuclear
LOC120096861,Nuclear
LOC120096862,Nuclear
LOC120096863,Nuclear
LOC120096864,Nuclear
LOC120096869,Nuclear
LOC120096870,Nuclear
LOC120096871,Nuclear
LOC120096872,Nuclear
LOC120096873,Nuclear
LOC120096874,Nuclear
LOC120096875,Nuclear
Rcor2-ps1,Nuclear
LOC120096971,Nuclear
LOC120097193,Nuclear
LOC120097194,Nuclear
LOC120097196,Nuclear
LOC120097197,Nuclear
LOC120097198,Nuclear
LOC120097200,Nuclear
LOC120097201,Nuclear
LOC120097202,Nuclear
LOC120097203,Nuclear
LOC120097204,Nuclear
Snora72,Nuclear
LOC120097209,Nuclear
LOC120097210,Nuclear
LOC120097212,Nuclear
LOC120097213,Nuclear
LOC120097214,Nuclear
LOC120097215,Nuclear
Snora31,Nuclear
Snord8,Nuclear
LOC120097218,Nuclear
LOC120097219,Nuclear
LOC120097220,Nuclear
LOC120097221,Nuclear
LOC120097224,Nuclear
LOC120097225,Nuclear
LOC120097226,Nuclear
LOC120097227,Nuclear
LOC120097228,Nuclear
LOC120097229,Nuclear
LOC120097230,Nuclear
LOC120097231,Nuclear
LOC120097232,Nuclear
LOC120097233,Nuclear
LOC120097235,Nuclear
LOC120097236,Nuclear
LOC120097237,Nuclear
LOC120097238,Nuclear
LOC120097239,Nuclear
LOC120097240,Nuclear
LOC120097241,Nuclear
LOC120097242,Nuclear
LOC120097243,Nuclear
LOC120097244,Nuclear
LOC120097246,Nuclear
LOC120097247,Nuclear
LOC120097248,Nuclear
LOC120097249,Nuclear
LOC120097250,Nuclear
LOC120097251,Nuclear
LOC120097252,Nuclear
LOC120097253,Nuclear
LOC120097254,Nuclear
LOC120097255,Nuclear
LOC120097256,Nuclear
LOC120097257,Nuclear
LOC120097258,Nuclear
LOC120097259,Nuclear
LOC120097260,Nuclear
LOC120097261,Nuclear
LOC120097262,Nuclear
LOC120097263,Nuclear
LOC120097264,Nuclear
LOC120097265,Nuclear
LOC120097267,Nuclear
LOC120097269,Nuclear
LOC120097270,Nuclear
LOC120097271,Nuclear
Snora40c,Nuclear
LOC120097273,Nuclear
LOC120097274,Nuclear
LOC120097275,Nuclear
LOC120097276,Nuclear
Snora84,Nuclear
LOC120097278,Nuclear
LOC120097279,Nuclear
LOC120097280,Nuclear
LOC120097281,Nuclear
LOC120097282,Nuclear
LOC120097283,Nuclear
LOC120097284,Nuclear
LOC120097285,Nuclear
LOC120097286,Nuclear
LOC120097287,Nuclear
LOC120097288,Nuclear
LOC120097289,Nuclear
LOC120097290,Nuclear
LOC120097291,Nuclear
LOC120097295,Nuclear
LOC120097296,Nuclear
LOC120097297,Nuclear
LOC120097298,Nuclear
LOC120097299,Nuclear
LOC120097300,Nuclear
LOC120097301,Nuclear
LOC120097302,Nuclear
LOC120097303,Nuclear
LOC120097304,Nuclear
LOC120097305,Nuclear
LOC120097306,Nuclear
LOC120097307,Nuclear
LOC120097308,Nuclear
LOC120097309,Nuclear
LOC120097310,Nuclear
LOC120097311,Nuclear
LOC120097312,Nuclear
LOC120097314,Nuclear
LOC120097315,Nuclear
LOC120097316,Nuclear
LOC120097317,Nuclear
LOC120097318,Nuclear
Hmgn5b,Nuclear
LOC120097475,Nuclear
LOC120097580,Nuclear
LOC120097581,Nuclear
LOC120097582,Nuclear
LOC120097583,Nuclear
LOC120097585,Nuclear
LOC120097586,Nuclear
LOC120097587,Nuclear
LOC120097588,Nuclear
LOC120097589,Nuclear
LOC120097590,Nuclear
LOC120097591,Nuclear
LOC120097592,Nuclear
LOC120097593,Nuclear
LOC120097594,Nuclear
LOC120097595,Nuclear
LOC120097598,Nuclear
LOC120097599,Nuclear
LOC120097600,Nuclear
LOC120097601,Nuclear
LOC120097602,Nuclear
LOC120097603,Nuclear
LOC120097604,Nuclear
LOC120097605,Nuclear
LOC120097606,Nuclear
LOC120097607,Nuclear
LOC120097608,Nuclear
LOC120097609,Nuclear
LOC120097611,Nuclear
LOC120097612,Nuclear
LOC120097613,Nuclear
LOC120097614,Nuclear
LOC120097615,Nuclear
LOC120097616,Nuclear
LOC120097617,Nuclear
LOC120097618,Nuclear
LOC120097619,Nuclear
LOC120097620,Nuclear
LOC120097621,Nuclear
LOC120097622,Nuclear
LOC120097623,Nuclear
LOC120097624,Nuclear
LOC120097625,Nuclear
Snord19,Nuclear
Snord69,Nuclear
LOC120097629,Nuclear
LOC120097630,Nuclear
LOC120097631,Nuclear
Snord19b,Nuclear
Snord13,Nuclear
LOC120097634,Nuclear
LOC120097635,Nuclear
LOC120097636,Nuclear
LOC120097637,Nuclear
LOC120097638,Nuclear
LOC120097640,Nuclear
LOC120097641,Nuclear
LOC120097642,Nuclear
LOC120097645,Nuclear
LOC120097646,Nuclear
LOC120097647,Nuclear
LOC120097648,Nuclear
LOC120097649,Nuclear
LOC120097650,Nuclear
LOC120097651,Nuclear
LOC120097652,Nuclear
LOC120097653,Nuclear
LOC120097654,Nuclear
LOC120097655,Nuclear
LOC120097656,Nuclear
LOC120097657,Nuclear
LOC120097658,Nuclear
LOC120097659,Nuclear
LOC120097660,Nuclear
LOC120097661,Nuclear
LOC120097662,Nuclear
LOC120097663,Nuclear
LOC120097664,Nuclear
LOC120097665,Nuclear
LOC120097670,Nuclear
LOC120097671,Nuclear
LOC120097672,Nuclear
LOC120097673,Nuclear
LOC120097674,Nuclear
LOC120097675,Nuclear
H2ac10,Nuclear
Usp17l,Other
LOC120097964,Nuclear
LOC120097965,Nuclear
LOC120097966,Nuclear
LOC120097967,Nuclear
LOC120097972,Nuclear
LOC120097973,Nuclear
LOC120097974,Nuclear
LOC120097975,Nuclear
LOC120097976,Nuclear
LOC120097977,Nuclear
LOC120097978,Nuclear
LOC120097979,Nuclear
LOC120097981,Nuclear
LOC120097982,Nuclear
LOC120097983,Nuclear
LOC120097984,Nuclear
LOC120097985,Nuclear
LOC120097986,Nuclear
LOC120097987,Nuclear
LOC120097988,Nuclear
LOC120097989,Nuclear
LOC120097990,Nuclear
LOC120097991,Nuclear
LOC120097992,Nuclear
LOC120097993,Nuclear
LOC120097994,Nuclear
LOC120097995,Nuclear
LOC120097996,Nuclear
LOC120097998,Nuclear
LOC120097999,Nuclear
LOC120098000,Nuclear
LOC120098001,Nuclear
LOC120098002,Nuclear
LOC120098003,Nuclear
LOC120098004,Nuclear
LOC120098005,Nuclear
LOC120098006,Nuclear
LOC120098007,Nuclear
LOC120098008,Nuclear
LOC120098009,Nuclear
LOC120098010,Nuclear
LOC120098011,Nuclear
LOC120098012,Nuclear
LOC120098014,Nuclear
LOC120098015,Nuclear
LOC120098016,Nuclear
LOC120098017,Nuclear
LOC120098018,Nuclear
LOC120098019,Nuclear
LOC120098020,Nuclear
LOC120098021,Nuclear
LOC120098022,Nuclear
LOC120098023,Nuclear
LOC120098024,Nuclear
LOC120098025,Nuclear
LOC120098026,Nuclear
LOC120098027,Nuclear
LOC120098028,Nuclear
LOC120098030,Nuclear
LOC120098031,Nuclear
LOC120098032,Nuclear
LOC120098035,Nuclear
LOC120098036,Nuclear
LOC120098037,Nuclear
LOC120098038,Nuclear
LOC120098039,Nuclear
LOC120098040,Nuclear
LOC120098041,Nuclear
LOC120098042,Nuclear
LOC120098043,Nuclear
LOC120098044,Nuclear
LOC120098045,Nuclear
LOC120098046,Nuclear
LOC120098047,Nuclear
LOC120098048,Nuclear
LOC120098049,Nuclear
LOC120098050,Nuclear
LOC120098051,Nuclear
LOC120098052,Nuclear
LOC120098053,Nuclear
LOC120098054,Nuclear
LOC120098055,Nuclear
LOC120098056,Nuclear
LOC120098057,Nuclear
